OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0035650,2024-05-22,CUST011018,Ritika Kumar,P00040,Microphone,Clothing,CoreTech,5,360.45,0.1,81.1,14.77,1717.9,Debit Card,Delivered,Austin,TX,India,SELL00923
ORD0035651,2022-10-27,CUST044003,Sunita Reddy,P00036,Smart Light Bulb,Sports & Outdoors,Apex,2,277.98,0.0,100.07,5.78,661.81,UPI,Shipped,Columbus,OH,United States,SELL01671
ORD0035652,2024-06-08,CUST019709,Sneha Gupta,P00047,Memory Card 128GB,Books,ReadMore,2,252.01,0.15,21.42,4.17,454.01,Amazon Pay,Delivered,Washington,DC,United States,SELL00866
ORD0035653,2024-09-30,CUST009008,Vivaan Singh,P00042,Projector Mini,Sports & Outdoors,CoreTech,2,76.37,0.0,7.64,9.98,170.36,Amazon Pay,Shipped,Columbus,OH,United States,SELL01442
ORD0035654,2023-03-01,CUST030607,Vihaan Verma,P00018,Vacuum Cleaner,Electronics,Zenith,5,158.79,0.15,121.47,6.72,803.05,Amazon Pay,Delivered,Houston,TX,United States,SELL01576
ORD0035655,2021-08-10,CUST008877,Aarav Gupta,P00036,Smart Light Bulb,Sports & Outdoors,NexPro,2,49.25,0.05,4.68,4.46,102.71,Credit Card,Returned,Phoenix,AZ,United States,SELL01934
ORD0035656,2022-01-31,CUST015556,Vikas Gupta,P00029,T-Shirt,Toys & Games,FitLife,5,325.14,0.25,60.96,0.37,1280.6,Credit Card,Delivered,Fort Worth,TX,United States,SELL00867
ORD0035657,2020-12-12,CUST036592,Ritika Reddy,P00050,Novel Bestseller,Clothing,UrbanStyle,2,423.18,0.05,0.0,13.71,817.75,Credit Card,Delivered,Charlotte,NC,United States,SELL01721
ORD0035658,2022-08-12,CUST007354,Vivaan Gupta,P00041,Webcam Full HD,Toys & Games,UrbanStyle,2,248.76,0.0,39.8,2.4,539.72,Credit Card,Shipped,Phoenix,AZ,India,SELL01752
ORD0035659,2024-10-10,CUST004594,Sunita Sharma,P00047,Memory Card 128GB,Clothing,NexPro,1,524.93,0.15,0.0,12.21,458.4,Cash on Delivery,Delivered,Philadelphia,PA,United States,SELL00615
ORD0035660,2024-06-07,CUST034963,Sunita Patel,P00033,Puzzle 1000pc,Home & Kitchen,ReadMore,1,536.84,0.0,42.95,6.81,586.6,Net Banking,Shipped,Columbus,OH,United States,SELL00421
ORD0035661,2022-01-04,CUST035960,Rohit Gupta,P00021,Backpack,Clothing,CoreTech,3,54.42,0.1,11.75,4.66,163.34,Net Banking,Shipped,San Jose,CA,United States,SELL01924
ORD0035662,2023-06-30,CUST045562,Ritika Kumar,P00033,Puzzle 1000pc,Toys & Games,Apex,2,433.71,0.25,32.53,6.82,689.92,UPI,Delivered,Phoenix,AZ,United States,SELL00337
ORD0035663,2021-02-13,CUST025628,Aarav Kapoor,P00037,Router,Books,ReadMore,1,77.98,0.0,9.36,0.24,87.58,Credit Card,Shipped,San Diego,CA,United States,SELL01378
ORD0035664,2021-06-26,CUST001452,Karan Mehta,P00010,Smartwatch,Books,NexPro,5,30.67,0.1,6.9,2.0,146.92,Debit Card,Pending,Fort Worth,TX,United States,SELL01367
ORD0035665,2020-12-20,CUST036886,Karan Kumar,P00027,Winter Jacket,Toys & Games,BrightLux,5,240.32,0.0,96.13,10.34,1308.07,Debit Card,Delivered,San Jose,CA,United States,SELL00215
ORD0035666,2021-12-13,CUST046166,Priya Kapoor,P00041,Webcam Full HD,Toys & Games,NexPro,1,431.78,0.2,0.0,14.12,359.54,UPI,Shipped,Columbus,OH,Australia,SELL00468
ORD0035667,2024-05-06,CUST023010,Vihaan Mehta,P00049,Children's Book,Electronics,Apex,1,291.16,0.25,26.2,4.76,249.33,Cash on Delivery,Delivered,Los Angeles,CA,United Kingdom,SELL01816
ORD0035668,2023-10-23,CUST032715,Sunita Sharma,P00031,Kids Toy Car,Books,BrightLux,3,411.04,0.05,93.72,3.16,1268.34,Cash on Delivery,Delivered,Indianapolis,IN,United States,SELL01755
ORD0035669,2021-08-06,CUST010540,Vikas Patel,P00050,Novel Bestseller,Electronics,FitLife,3,424.39,0.0,229.17,0.86,1503.2,Debit Card,Delivered,Fort Worth,TX,United States,SELL01610
ORD0035670,2021-05-25,CUST033264,Neha Joshi,P00039,Graphic Tablet,Home & Kitchen,Zenith,1,82.04,0.0,4.1,10.34,96.48,UPI,Shipped,San Jose,CA,United States,SELL01802
ORD0035671,2021-06-16,CUST025691,Rohit Kapoor,P00026,Sunglasses,Electronics,CoreTech,2,402.81,0.15,82.17,6.04,772.99,Credit Card,Delivered,Seattle,WA,United States,SELL00856
ORD0035672,2021-06-11,CUST036101,Vivaan Gupta,P00027,Winter Jacket,Clothing,UrbanStyle,3,537.21,0.25,0.0,10.06,1218.78,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL00294
ORD0035673,2022-08-04,CUST029162,Vikas Patel,P00023,Cookware Set,Electronics,Zenith,5,54.18,0.0,21.67,12.67,305.24,Cash on Delivery,Delivered,Houston,TX,United States,SELL00264
ORD0035674,2024-03-31,CUST041984,Priya Kumar,P00044,Power Bank 20000mAh,Clothing,CoreTech,2,105.16,0.15,0.0,9.94,188.71,Credit Card,Delivered,San Francisco,CA,United States,SELL01442
ORD0035675,2023-11-26,CUST007581,Karan Singh,P00020,Office Chair,Toys & Games,Zenith,4,467.67,0.1,303.05,8.95,1995.61,Credit Card,Delivered,Chicago,IL,United States,SELL00838
ORD0035676,2023-04-13,CUST032895,Sneha Kumar,P00014,Drone Mini,Sports & Outdoors,KiddoFun,1,590.2,0.05,67.28,7.61,635.58,Net Banking,Delivered,Dallas,TX,United States,SELL01534
ORD0035677,2022-04-03,CUST001874,Aditya Kapoor,P00006,Gaming Mouse,Sports & Outdoors,UrbanStyle,2,507.54,0.05,48.22,4.65,1017.2,Debit Card,Delivered,Philadelphia,PA,United States,SELL00636
ORD0035678,2020-03-18,CUST007438,Rohit Verma,P00044,Power Bank 20000mAh,Home & Kitchen,NexPro,3,156.96,0.15,32.02,2.18,434.45,Amazon Pay,Delivered,Charlotte,NC,Canada,SELL01204
ORD0035679,2021-03-15,CUST022069,Arjun Verma,P00040,Microphone,Home & Kitchen,Zenith,4,271.8,0.05,82.63,2.7,1118.17,Net Banking,Delivered,Seattle,WA,United States,SELL01453
ORD0035680,2024-11-10,CUST011933,Vivaan Reddy,P00044,Power Bank 20000mAh,Clothing,NexPro,2,367.45,0.05,0.0,12.03,710.18,Credit Card,Delivered,Chicago,IL,United States,SELL00947
ORD0035681,2021-07-02,CUST022503,Vihaan Verma,P00006,Gaming Mouse,Toys & Games,BrightLux,3,173.34,0.05,88.92,6.48,589.42,UPI,Shipped,San Antonio,TX,United States,SELL01581
ORD0035682,2023-06-09,CUST020709,Vivaan Kumar,P00046,Car Charger,Toys & Games,Zenith,4,264.91,0.0,84.77,14.26,1158.67,Credit Card,Delivered,San Antonio,TX,United States,SELL01917
ORD0035683,2021-02-03,CUST046496,Sahil Joshi,P00016,Air Fryer,Sports & Outdoors,FitLife,4,561.17,0.0,179.57,1.42,2425.67,Net Banking,Delivered,New York,NY,India,SELL00439
ORD0035684,2023-05-21,CUST002353,Neha Kumar,P00044,Power Bank 20000mAh,Toys & Games,ReadMore,5,324.6,0.05,185.02,2.29,1729.16,Credit Card,Shipped,San Antonio,TX,United States,SELL01414
ORD0035685,2023-05-01,CUST048294,Sahil Sharma,P00029,T-Shirt,Clothing,KiddoFun,4,227.2,0.15,38.62,13.58,824.68,Net Banking,Delivered,Columbus,OH,United States,SELL00175
ORD0035686,2024-05-14,CUST014429,Vivaan Joshi,P00004,USB-C Charger,Clothing,Apex,4,400.17,0.0,80.03,9.61,1690.32,Credit Card,Delivered,Indianapolis,IN,India,SELL00375
ORD0035687,2021-12-01,CUST026112,Neha Reddy,P00009,Portable SSD 1TB,Books,ReadMore,2,275.64,0.1,59.54,6.6,562.29,Net Banking,Delivered,Houston,TX,United States,SELL00947
ORD0035688,2023-07-14,CUST039804,Kabir Reddy,P00048,Wireless Charger,Sports & Outdoors,Zenith,2,509.0,0.15,103.84,3.35,972.49,Amazon Pay,Delivered,Phoenix,AZ,United States,SELL00815
ORD0035689,2020-05-05,CUST033667,Vihaan Kapoor,P00042,Projector Mini,Electronics,CoreTech,4,49.57,0.2,0.0,10.26,168.88,Amazon Pay,Delivered,Chicago,IL,United States,SELL00406
ORD0035690,2024-10-04,CUST015146,Sunita Reddy,P00020,Office Chair,Books,BrightLux,1,438.58,0.2,17.54,11.76,380.16,Credit Card,Cancelled,Seattle,WA,United States,SELL01044
ORD0035691,2022-04-13,CUST006350,Simran Sharma,P00032,Board Game,Electronics,CoreTech,3,225.68,0.25,60.93,14.29,583.0,UPI,Delivered,Washington,DC,India,SELL01117
ORD0035692,2023-11-06,CUST009120,Karan Mehta,P00050,Novel Bestseller,Books,CoreTech,1,569.42,0.0,45.55,14.38,629.35,UPI,Delivered,San Diego,CA,India,SELL01159
ORD0035693,2021-06-27,CUST016663,Karan Reddy,P00005,Laptop Sleeve,Clothing,CoreTech,5,596.87,0.05,141.76,2.96,2979.85,Credit Card,Delivered,San Francisco,CA,United States,SELL01814
ORD0035694,2021-05-16,CUST047258,Aman Gupta,P00050,Novel Bestseller,Toys & Games,HomeEase,1,29.66,0.0,3.56,1.4,34.62,Credit Card,Delivered,Houston,TX,Canada,SELL01136
ORD0035695,2023-11-27,CUST027986,Rohit Kumar,P00017,Electric Kettle,Books,NexPro,4,39.0,0.05,0.0,13.96,162.16,Debit Card,Shipped,San Diego,CA,United States,SELL01484
ORD0035696,2022-04-03,CUST004075,Aditya Mehta,P00020,Office Chair,Sports & Outdoors,BrightLux,5,207.66,0.0,124.6,4.93,1167.83,Credit Card,Delivered,Denver,CO,India,SELL01288
ORD0035697,2023-07-08,CUST016217,Anjali Sharma,P00024,Yoga Mat,Sports & Outdoors,UrbanStyle,1,467.76,0.25,0.0,11.2,362.02,Debit Card,Delivered,Jacksonville,FL,Canada,SELL00231
ORD0035698,2021-01-21,CUST008420,Kabir Reddy,P00007,Mechanical Keyboard,Electronics,UrbanStyle,4,31.06,0.15,8.45,0.27,114.32,Debit Card,Delivered,New York,NY,United States,SELL01854
ORD0035699,2021-02-15,CUST007147,Rohit Kumar,P00039,Graphic Tablet,Home & Kitchen,FitLife,4,217.86,0.05,149.02,8.65,985.54,Credit Card,Delivered,San Jose,CA,United States,SELL01472
ORD0035700,2023-10-01,CUST014092,Sahil Verma,P00004,USB-C Charger,Electronics,UrbanStyle,2,71.78,0.1,6.46,4.84,140.5,UPI,Delivered,Fort Worth,TX,United States,SELL00028
ORD0035701,2023-01-22,CUST026618,Mohit Joshi,P00021,Backpack,Clothing,CoreTech,2,28.35,0.0,6.8,0.58,64.08,Credit Card,Delivered,San Diego,CA,United States,SELL00736
ORD0035702,2020-11-23,CUST012251,Arjun Gupta,P00001,Wireless Earbuds,Electronics,NexPro,5,62.32,0.2,12.46,9.66,271.4,Credit Card,Delivered,Houston,TX,United States,SELL00492
ORD0035703,2020-04-09,CUST017008,Kabir Sharma,P00034,Desk Organizer,Home & Kitchen,BrightLux,3,291.83,0.0,157.59,4.2,1037.28,Credit Card,Cancelled,Fort Worth,TX,India,SELL00808
ORD0035704,2024-12-25,CUST046420,Vihaan Gupta,P00001,Wireless Earbuds,Books,KiddoFun,4,279.44,0.0,89.42,5.73,1212.91,Credit Card,Delivered,San Antonio,TX,India,SELL00290
ORD0035705,2021-04-05,CUST009104,Vivaan Patel,P00007,Mechanical Keyboard,Home & Kitchen,HomeEase,4,356.04,0.15,0.0,11.46,1222.0,Debit Card,Cancelled,Phoenix,AZ,United States,SELL00603
ORD0035706,2023-08-31,CUST015546,Priya Kumar,P00032,Board Game,Home & Kitchen,UrbanStyle,4,177.59,0.0,56.83,2.66,769.85,Credit Card,Delivered,Fort Worth,TX,United States,SELL01101
ORD0035707,2020-01-25,CUST043121,Kabir Kumar,P00005,Laptop Sleeve,Sports & Outdoors,HomeEase,5,380.29,0.0,95.07,7.48,2004.0,Credit Card,Delivered,Houston,TX,United Kingdom,SELL01805
ORD0035708,2021-05-08,CUST038799,Pooja Mehta,P00045,Phone Tripod,Electronics,ReadMore,1,409.36,0.15,17.4,3.2,368.56,Credit Card,Delivered,Jacksonville,FL,United States,SELL01226
ORD0035709,2020-12-18,CUST009703,Kabir Reddy,P00003,Smartphone Case,Sports & Outdoors,BrightLux,1,515.14,0.0,0.0,0.18,515.32,UPI,Delivered,San Jose,CA,Australia,SELL01017
ORD0035710,2022-05-18,CUST009861,Kabir Reddy,P00009,Portable SSD 1TB,Electronics,NexPro,4,236.43,0.05,44.92,0.09,943.44,Net Banking,Delivered,Fort Worth,TX,United States,SELL00259
ORD0035711,2023-02-14,CUST020971,Pooja Joshi,P00036,Smart Light Bulb,Clothing,KiddoFun,3,505.2,0.0,121.25,2.26,1639.11,Cash on Delivery,Delivered,Houston,TX,United States,SELL00539
ORD0035712,2020-07-17,CUST033909,Sneha Reddy,P00044,Power Bank 20000mAh,Books,NexPro,3,578.98,0.05,198.01,1.49,1849.59,Credit Card,Delivered,Houston,TX,United States,SELL01223
ORD0035713,2023-07-26,CUST045155,Priya Kumar,P00040,Microphone,Electronics,FitLife,2,412.03,0.0,65.92,10.28,900.26,Credit Card,Delivered,Denver,CO,United States,SELL01839
ORD0035714,2024-05-24,CUST041809,Ritika Patel,P00032,Board Game,Home & Kitchen,Apex,1,238.59,0.1,10.74,7.58,233.05,Amazon Pay,Delivered,Austin,TX,India,SELL00695
ORD0035715,2022-04-26,CUST029491,Rohit Joshi,P00013,Action Camera,Toys & Games,ReadMore,4,138.19,0.0,99.5,8.47,660.73,UPI,Cancelled,Fort Worth,TX,India,SELL01249
ORD0035716,2023-01-07,CUST047401,Mohit Patel,P00020,Office Chair,Sports & Outdoors,UrbanStyle,3,102.81,0.0,24.67,8.65,341.75,Credit Card,Delivered,Washington,DC,United States,SELL00659
ORD0035717,2023-12-18,CUST046974,Aman Sharma,P00046,Car Charger,Home & Kitchen,ReadMore,1,91.99,0.05,6.99,0.41,94.79,Credit Card,Shipped,Charlotte,NC,United States,SELL00811
ORD0035718,2023-10-09,CUST021470,Aditya Patel,P00034,Desk Organizer,Toys & Games,CoreTech,2,30.48,0.15,2.59,13.88,68.29,Amazon Pay,Delivered,Denver,CO,United States,SELL01260
ORD0035719,2021-06-09,CUST029572,Sneha Patel,P00036,Smart Light Bulb,Clothing,Apex,4,517.63,0.0,165.64,13.5,2249.66,Credit Card,Delivered,Jacksonville,FL,United States,SELL00928
ORD0035720,2021-06-24,CUST039855,Aman Gupta,P00011,Fitness Band,Clothing,KiddoFun,5,572.21,0.0,228.88,14.84,3104.77,Debit Card,Delivered,San Antonio,TX,United States,SELL00238
ORD0035721,2024-08-06,CUST036853,Ritika Mehta,P00020,Office Chair,Sports & Outdoors,UrbanStyle,4,183.07,0.0,36.61,0.52,769.41,Credit Card,Shipped,Indianapolis,IN,United States,SELL00080
ORD0035722,2021-04-21,CUST006294,Arjun Sharma,P00021,Backpack,Books,HomeEase,4,477.92,0.2,122.35,3.85,1655.54,Credit Card,Delivered,Houston,TX,United States,SELL00178
ORD0035723,2020-01-10,CUST009373,Vivaan Kumar,P00018,Vacuum Cleaner,Toys & Games,ReadMore,1,226.63,0.05,0.0,5.58,220.88,Debit Card,Delivered,Indianapolis,IN,India,SELL01600
ORD0035724,2024-05-01,CUST031145,Mohit Kumar,P00035,Desk Plant,Sports & Outdoors,Apex,1,142.17,0.2,0.0,14.02,127.76,Amazon Pay,Delivered,Houston,TX,United States,SELL00862
ORD0035725,2024-03-06,CUST013237,Vivaan Singh,P00032,Board Game,Sports & Outdoors,ReadMore,1,50.69,0.1,0.0,6.56,52.18,Debit Card,Delivered,Charlotte,NC,United States,SELL01672
ORD0035726,2023-07-07,CUST011792,Aarav Verma,P00011,Fitness Band,Toys & Games,UrbanStyle,3,438.7,0.0,105.29,10.74,1432.13,Credit Card,Delivered,San Antonio,TX,India,SELL00426
ORD0035727,2021-06-07,CUST028727,Kabir Singh,P00009,Portable SSD 1TB,Clothing,KiddoFun,2,190.63,0.05,43.46,4.85,410.51,Credit Card,Delivered,Chicago,IL,United States,SELL00207
ORD0035728,2022-03-20,CUST049125,Sunita Reddy,P00026,Sunglasses,Books,CoreTech,1,301.41,0.1,21.7,4.31,297.28,Net Banking,Pending,Chicago,IL,United States,SELL00759
ORD0035729,2024-10-27,CUST020028,Sunita Sharma,P00036,Smart Light Bulb,Toys & Games,CoreTech,2,52.3,0.0,8.37,14.8,127.77,Debit Card,Delivered,Denver,CO,India,SELL01624
ORD0035730,2022-02-10,CUST023273,Vihaan Joshi,P00050,Novel Bestseller,Home & Kitchen,HomeEase,1,386.31,0.0,69.54,12.05,467.9,Net Banking,Delivered,San Diego,CA,United States,SELL01645
ORD0035731,2024-06-07,CUST025819,Sneha Reddy,P00014,Drone Mini,Sports & Outdoors,NexPro,3,333.6,0.1,162.13,9.7,1072.55,Credit Card,Shipped,Fort Worth,TX,United States,SELL00618
ORD0035732,2022-05-09,CUST044639,Vikas Patel,P00005,Laptop Sleeve,Toys & Games,UrbanStyle,2,160.16,0.1,0.0,12.13,300.42,UPI,Delivered,Denver,CO,United States,SELL00255
ORD0035733,2022-10-26,CUST011479,Vikas Patel,P00012,Noise Cancelling Headphones,Toys & Games,ReadMore,3,23.29,0.0,3.49,8.33,81.69,UPI,Delivered,Columbus,OH,Canada,SELL00161
ORD0035734,2024-11-17,CUST002666,Vikas Sharma,P00035,Desk Plant,Sports & Outdoors,Zenith,5,245.29,0.2,49.06,13.62,1043.84,Amazon Pay,Shipped,Columbus,OH,United States,SELL00764
ORD0035735,2022-11-24,CUST037209,Vikas Verma,P00012,Noise Cancelling Headphones,Books,NexPro,5,200.52,0.05,114.3,4.57,1071.34,Debit Card,Cancelled,Austin,TX,United States,SELL00568
ORD0035736,2020-06-23,CUST032375,Sahil Verma,P00045,Phone Tripod,Sports & Outdoors,FitLife,3,75.19,0.15,0.0,12.34,204.07,Debit Card,Delivered,Phoenix,AZ,United States,SELL00212
ORD0035737,2021-03-17,CUST022934,Simran Mehta,P00036,Smart Light Bulb,Home & Kitchen,CoreTech,2,432.27,0.1,93.37,5.59,877.05,Amazon Pay,Delivered,New York,NY,United States,SELL00304
ORD0035738,2024-05-19,CUST008758,Aditya Gupta,P00037,Router,Clothing,FitLife,5,430.38,0.0,258.23,5.94,2416.07,Net Banking,Delivered,San Francisco,CA,India,SELL01125
ORD0035739,2023-03-16,CUST008529,Mohit Mehta,P00014,Drone Mini,Clothing,BrightLux,4,330.44,0.1,95.17,4.4,1289.15,Debit Card,Delivered,Charlotte,NC,United States,SELL00718
ORD0035740,2024-05-11,CUST029741,Karan Singh,P00026,Sunglasses,Sports & Outdoors,UrbanStyle,5,163.09,0.0,97.85,5.04,918.34,Credit Card,Delivered,Austin,TX,Australia,SELL01197
ORD0035741,2023-05-01,CUST001972,Priya Gupta,P00038,External HDD 2TB,Toys & Games,FitLife,2,67.31,0.0,10.77,7.83,153.22,Debit Card,Delivered,Denver,CO,United States,SELL01532
ORD0035742,2022-11-02,CUST042876,Sneha Mehta,P00020,Office Chair,Clothing,Zenith,2,230.56,0.0,0.0,1.91,463.03,Net Banking,Shipped,Columbus,OH,Canada,SELL01984
ORD0035743,2024-04-02,CUST046522,Neha Joshi,P00044,Power Bank 20000mAh,Books,HomeEase,2,485.77,0.05,166.13,12.23,1101.32,Debit Card,Delivered,Jacksonville,FL,Australia,SELL00412
ORD0035744,2020-09-02,CUST015491,Aarav Gupta,P00013,Action Camera,Sports & Outdoors,FitLife,1,163.1,0.0,8.15,4.42,175.67,Amazon Pay,Delivered,Houston,TX,United States,SELL00852
ORD0035745,2021-11-05,CUST001153,Aditya Verma,P00030,Dress Shirt,Home & Kitchen,Zenith,4,583.7,0.0,116.74,12.54,2464.08,Net Banking,Delivered,Seattle,WA,United States,SELL00024
ORD0035746,2020-04-23,CUST045239,Aarav Reddy,P00010,Smartwatch,Books,ReadMore,1,290.23,0.2,18.57,3.2,253.95,Cash on Delivery,Delivered,Austin,TX,United States,SELL01748
ORD0035747,2022-10-08,CUST019311,Vivaan Sharma,P00016,Air Fryer,Clothing,HomeEase,5,115.47,0.05,98.73,1.33,648.54,Debit Card,Cancelled,Indianapolis,IN,India,SELL01725
ORD0035748,2022-03-04,CUST005421,Mohit Mehta,P00035,Desk Plant,Electronics,Zenith,5,169.56,0.0,101.74,9.71,959.25,Amazon Pay,Delivered,San Antonio,TX,India,SELL00783
ORD0035749,2020-08-20,CUST031033,Pooja Kapoor,P00012,Noise Cancelling Headphones,Clothing,KiddoFun,1,345.83,0.05,39.42,14.53,382.49,Debit Card,Delivered,Houston,TX,United States,SELL01369
ORD0035750,2024-08-28,CUST038673,Vihaan Kumar,P00037,Router,Electronics,Apex,2,92.93,0.0,9.29,3.01,198.16,Cash on Delivery,Delivered,Washington,DC,United States,SELL00391
ORD0035751,2022-09-06,CUST014621,Anjali Kapoor,P00026,Sunglasses,Sports & Outdoors,NexPro,5,61.45,0.05,14.59,3.21,309.69,Credit Card,Delivered,San Antonio,TX,India,SELL00193
ORD0035752,2023-09-07,CUST010770,Neha Gupta,P00037,Router,Books,HomeEase,3,345.55,0.05,177.27,9.63,1171.72,Debit Card,Delivered,San Diego,CA,United States,SELL00833
ORD0035753,2024-04-10,CUST011498,Aman Kapoor,P00029,T-Shirt,Electronics,NexPro,5,358.01,0.0,89.5,8.67,1888.22,Credit Card,Pending,Los Angeles,CA,United States,SELL00212
ORD0035754,2020-05-05,CUST042377,Vikas Mehta,P00006,Gaming Mouse,Electronics,ReadMore,4,8.19,0.15,0.0,0.23,28.08,Cash on Delivery,Shipped,Dallas,TX,Canada,SELL01678
ORD0035755,2023-08-29,CUST035418,Pooja Singh,P00038,External HDD 2TB,Electronics,Apex,5,474.18,0.0,189.67,4.76,2565.33,Debit Card,Delivered,Austin,TX,United States,SELL01809
ORD0035756,2021-05-25,CUST032344,Vikas Singh,P00009,Portable SSD 1TB,Books,ReadMore,2,508.56,0.2,40.68,10.76,865.14,Amazon Pay,Delivered,Austin,TX,United States,SELL01804
ORD0035757,2024-02-16,CUST006241,Neha Patel,P00026,Sunglasses,Home & Kitchen,HomeEase,3,459.54,0.15,140.62,10.87,1323.32,UPI,Delivered,San Antonio,TX,India,SELL01602
ORD0035758,2020-10-07,CUST039531,Rohit Verma,P00025,Running Shoes,Electronics,BrightLux,1,566.27,0.05,43.04,7.43,588.43,Net Banking,Delivered,Philadelphia,PA,United States,SELL01415
ORD0035759,2022-03-08,CUST017039,Simran Joshi,P00036,Smart Light Bulb,Toys & Games,NexPro,2,397.97,0.25,47.76,5.03,649.74,Debit Card,Cancelled,San Antonio,TX,Canada,SELL00519
ORD0035760,2022-09-04,CUST046452,Ritika Verma,P00040,Microphone,Home & Kitchen,CoreTech,4,63.75,0.05,12.11,7.47,261.83,Credit Card,Cancelled,Seattle,WA,United States,SELL00022
ORD0035761,2022-06-21,CUST018894,Aarav Patel,P00041,Webcam Full HD,Electronics,FitLife,3,339.69,0.0,81.53,9.91,1110.51,Credit Card,Delivered,San Antonio,TX,United States,SELL00138
ORD0035762,2023-07-30,CUST012297,Sneha Joshi,P00037,Router,Home & Kitchen,KiddoFun,5,429.77,0.05,102.07,3.59,2147.07,Debit Card,Delivered,Philadelphia,PA,United States,SELL00663
ORD0035763,2021-10-12,CUST017567,Mohit Patel,P00045,Phone Tripod,Home & Kitchen,KiddoFun,1,436.42,0.05,33.17,7.19,454.96,Debit Card,Delivered,Chicago,IL,United States,SELL00106
ORD0035764,2024-06-24,CUST009826,Karan Patel,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,4,315.6,0.1,90.89,10.33,1237.38,UPI,Delivered,Jacksonville,FL,United States,SELL00040
ORD0035765,2021-01-26,CUST015286,Sunita Kumar,P00037,Router,Toys & Games,ReadMore,3,201.24,0.0,0.0,2.12,605.84,Debit Card,Returned,San Francisco,CA,United States,SELL01495
ORD0035766,2024-03-26,CUST032304,Rohit Joshi,P00015,Instant Pot,Home & Kitchen,ReadMore,3,448.78,0.25,121.17,8.34,1139.26,UPI,Shipped,San Diego,CA,United States,SELL01445
ORD0035767,2021-01-16,CUST012397,Rohit Gupta,P00042,Projector Mini,Toys & Games,Zenith,2,153.73,0.1,22.14,8.53,307.38,Debit Card,Delivered,Indianapolis,IN,United States,SELL00194
ORD0035768,2020-08-03,CUST037478,Rohit Gupta,P00002,Bluetooth Speaker,Clothing,ReadMore,2,233.73,0.25,28.05,12.98,391.62,UPI,Delivered,Fort Worth,TX,United States,SELL01418
ORD0035769,2021-06-25,CUST025217,Sahil Reddy,P00038,External HDD 2TB,Books,NexPro,2,78.85,0.1,11.35,3.09,156.37,UPI,Delivered,Dallas,TX,United States,SELL01785
ORD0035770,2021-08-28,CUST031353,Kabir Verma,P00014,Drone Mini,Clothing,Zenith,3,504.12,0.15,64.28,12.26,1362.05,UPI,Shipped,San Jose,CA,Australia,SELL00333
ORD0035771,2020-04-25,CUST030460,Kabir Sharma,P00037,Router,Books,BrightLux,5,528.82,0.15,112.37,8.54,2368.4,Debit Card,Delivered,Phoenix,AZ,Australia,SELL01117
ORD0035772,2021-05-23,CUST033773,Aarav Sharma,P00014,Drone Mini,Electronics,BrightLux,3,16.57,0.15,0.0,5.75,48.0,Net Banking,Delivered,New York,NY,United States,SELL00029
ORD0035773,2024-03-03,CUST030754,Aarav Singh,P00027,Winter Jacket,Books,Zenith,3,419.13,0.15,128.25,5.37,1202.4,Credit Card,Delivered,Los Angeles,CA,United States,SELL00627
ORD0035774,2020-09-27,CUST028631,Pooja Singh,P00033,Puzzle 1000pc,Sports & Outdoors,UrbanStyle,1,538.76,0.05,25.59,3.37,540.78,UPI,Delivered,Indianapolis,IN,United States,SELL01890
ORD0035775,2024-01-03,CUST010945,Aarav Verma,P00035,Desk Plant,Sports & Outdoors,Apex,5,178.1,0.0,160.29,5.9,1056.69,Credit Card,Delivered,Seattle,WA,United States,SELL01748
ORD0035776,2023-08-07,CUST014049,Arjun Joshi,P00016,Air Fryer,Sports & Outdoors,UrbanStyle,5,337.15,0.1,75.86,7.46,1600.5,Debit Card,Cancelled,Denver,CO,United States,SELL01554
ORD0035777,2022-11-28,CUST016139,Simran Mehta,P00024,Yoga Mat,Electronics,KiddoFun,4,480.4,0.0,96.08,0.5,2018.18,UPI,Delivered,San Francisco,CA,United States,SELL01755
ORD0035778,2022-11-13,CUST033136,Aarav Mehta,P00033,Puzzle 1000pc,Toys & Games,HomeEase,3,271.17,0.0,0.0,1.8,815.31,Debit Card,Delivered,Phoenix,AZ,Australia,SELL01039
ORD0035779,2022-02-14,CUST049415,Sunita Singh,P00039,Graphic Tablet,Clothing,FitLife,2,124.88,0.05,18.98,11.26,267.51,Debit Card,Delivered,San Diego,CA,United States,SELL00921
ORD0035780,2022-12-02,CUST034350,Vikas Kapoor,P00007,Mechanical Keyboard,Toys & Games,FitLife,5,19.86,0.0,0.0,2.09,101.39,Debit Card,Delivered,Jacksonville,FL,India,SELL01144
ORD0035781,2023-04-08,CUST035749,Vikas Joshi,P00038,External HDD 2TB,Books,Apex,3,89.51,0.1,12.08,10.44,264.2,UPI,Delivered,San Antonio,TX,United Kingdom,SELL00707
ORD0035782,2020-12-05,CUST040570,Sahil Joshi,P00013,Action Camera,Toys & Games,BrightLux,4,69.64,0.3,15.6,1.58,212.17,Net Banking,Shipped,Austin,TX,India,SELL01622
